symbol,name,sector,composite_score,value_score,momentum_score,quality_score,flow_score,news_score,analyst_conviction_score,analyst_avg_score,analyst_report_count,analyst_broker_diversity,analyst_target_revision_pct,analyst_novelty_score,analyst_fwd_ret_5d,analyst_fwd_ret_20d,analyst_alpha_ret_5d,analyst_alpha_ret_20d,analyst_bias_adjustment,analyst_parse_quality_score,analyst_pdf_coverage,analyst_target_upside_pct,analyst_target_dispersion_pct,analyst_agreement_score,analyst_recency_score,analyst_latest_title,macro_sector_score,macro_regime_score,macro_micro_interaction_score,ml_pred_score,ml_sector_score,ml_model_type,ml_train_rows,flow_top_brokers,flow_event_mix,micro_ofi,micro_foreign_pressure,micro_broker_concentration,micro_queue_imbalance,micro_absorption_score,microstructure_score,ml_pred_return_5d,flow_intraday_samples,flow_intraday_avg_5m,flow_intraday_avg_15m,flow_intraday_avg_30m,flow_intraday_avg_60m,flow_intraday_last_event,flow_intraday_last_captured_at,factor_rank_score,analyst_rank_score,flow_state_score,flow_rank_score,flow_intraday_edge_score,flow_intraday_rank_score,micro_rank_score,macro_rank_score,ml_rank_score,active_source_count,card_score
089980,상아프론테크,전자장비와기기,,,,,,,5.1239,0.003,2.0,1.0,0.0,0.6704,0.0,0.0,0.0,0.0,-0.0572,0.925,0.5,34.5291,0.0,1.0,0.7388,상아프론테크(089980) 글로벌 위성 사업자용 소재사업 호조로 이익 증가,0.0,1.8,0.3426470588235294,,,,0,,,,,,,,,,0,,,,,,,,0.3333333333333333,,,,,,0.16470588235294117,,2,0.27499999999999997
028050,삼성E&A,건설,,,,,,,4.6558,0.0857,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.1142,0.5495,0.0,23.6264,0.0,1.0,0.7388,실적보다는 높아진 뉴에너지 성장성에 주목,0.0,1.8,0.34794117647058825,,,,0,,,,,,,,,,0,,,,,,,,0.30952380952380953,,,,,,0.17647058823529413,,2,0.2655612244897959
078520,에이블씨엔씨,화장품,,,,,,,4.0554,0.7023,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.0196,0.7312,0.0,0.0,0.0,1.0,0.7031,"실적, 밸류에이션, 주주환원 완벽한 3박자",0.0,1.8,0.39029411764705885,,,,0,,,,,,,,,,0,,,,,,,,0.20238095238095238,,,,,,0.27058823529411763,,2,0.23558673469387753
004690,삼천리,전력/유틸리티,,,,,,,4.1153,0.6496,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2215,0.596,0.0,0.0,0.0,1.0,0.8157,보유 자사주 소각 긍정적,0.0,1.8,0.3797058823529412,,,,0,,,,,,,,,,0,,,,,,,,0.21428571428571427,,,,,,0.24705882352941178,,2,0.2349489795918367
068930,디지털대성,교육서비스,,,,,,,3.6473,0.5486,1.0,1.0,0.0,0.8,0.5599,0.0,-0.3935,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.6061,올해도 N수생 多,0.0,1.8,0.3744117647058824,,,,0,,,,,,,,,,0,,,,,,,,0.19047619047619047,,,,,,0.23529411764705882,,2,0.21836734693877544
019180,티에이치엔,자동차부품,,,,,,,3.5779,0.1516,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2185,0.5785,0.0,0.0,0.0,1.0,0.7763,P/E가 3배도 안 되네요,0.0,1.8,0.35852941176470593,,,,0,,,,,,,,,,0,,,,,,,,0.17857142857142858,,,,,,0.2,,2,0.20114795918367345
456160,지투지바이오,제약,,,,,,,3.5302,0.1415,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.132,0.5585,0.0,0.0,0.0,1.0,0.7388,삼성에피스 L/O 성공에 투자 유치까지,0.0,1.8,0.3532352941176471,,,,0,,,,,,,,,,0,,,,,,,,0.16666666666666666,,,,,,0.18823529411764706,,2,0.19107142857142856
307950,현대오토에버,IT소프트웨어 (플랫폼/SI),,,,,,,3.3377,0.1763,2.0,1.0,0.0,0.7756,0.0,0.0,0.0,0.0,0.0239,0.7903,0.5,-10.1796,0.0,1.0,0.8571,현대오토에버(307950) GTC 2026 ‘HMG-엔비디아’ 로봇/자율주행 협력의 숨은 수혜자,0.0,1.8,0.3638235294117647,,,,0,,,,,,,,,,0,,,,,,,,0.14285714285714285,,,,,,0.21176470588235294,,2,0.18520408163265303
006360,GS건설,건설/건자재,,,,,,,4.2059,-1.2598,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.0307,0.6013,0.0,51.7857,0.0,1.0,0.8157,"원전 소외주, 반등 포인트 점검",0.0,1.8,0.29500000000000004,,,,0,,,,,,,,,,0,,,,,,,,0.2261904761904762,,,,,,0.058823529411764705,,2,0.1843112244897959
360350,코셈,전자장비와기기,,,,,,,3.3548,-0.034,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.0067,0.5708,0.0,0.0,0.0,1.0,0.7388,제2의 파크시스템스를 찾는다면,0.0,1.8,0.3320588235294118,,,,0,,,,,,,,,,0,,,,,,,,0.15476190476190477,,,,,,0.1411764705882353,,2,0.17028061224489793
241560,두산밥캣,기계/공작기계,,,,,,,2.8926,-0.2759,2.0,2.0,0.0,0.7961,4.4702,0.0,-3.9566,0.0,0.0736,0.6208,0.0,23.0769,0.0,0.7,0.7031,"낮아진 딜러 재고, 높아진 밸류에이션 매력도",0.0,1.8,0.32676470588235296,,,,0,,,,,,,,,,0,,,,,,,,0.13095238095238096,,,,,,0.12941176470588237,,2,0.15369897959183673
339950,아이비김영,교육서비스,,,,,,,2.7802,-0.7269,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0739,1.0,1.0,0.0,0.0,1.0,0.8571,아이비김영(339950) 안정적인 성장 흐름 & 저평가,0.0,1.8,0.3214705882352941,,,,0,,,,,,,,,,0,,,,,,,,0.10714285714285714,,,,,,0.11764705882352941,,2,0.13711734693877548
332370,아이디피,컴퓨터와주변기기,,,,,,,2.5765,-0.9306,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.0609,0.603,0.0,0.0,0.0,1.0,0.8571,안정성 기반으로 변화를 준비,0.0,1.8,0.3002941176470588,,,,0,,,,,,,,,,0,,,,,,,,0.09523809523809523,,,,,,0.07058823529411765,,2,0.11632653061224488
267250,HD현대,기계/공작기계,,,,,,,2.8565,-2.6506,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0739,1.0,1.0,41.8803,0.0,1.0,0.8571,HD현대(267250) HD현대오일뱅크와 로봇,0.0,1.8,0.2791176470588235,,,,0,,,,,,,,,,0,,,,,,,,0.11904761904761904,,,,,,0.023529411764705882,,2,0.11505102040816326
071840,롯데하이마트,유통/백화점,,,,,,,2.4898,-0.899,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.6567,0.0,0.0,0.0,1.0,0.7388,어려운 환경 속 실적 턴어라운드 달성,0.0,1.8,0.3108823529411765,,,,0,,,,,,,,,,0,,,,,,,,0.07142857142857142,,,,,,0.09411764705882353,,2,0.11045918367346938
078340,컴투스,게임엔터테인먼트,,,,,,,1.5085,-0.0285,1.0,1.0,0.0,0.8,-3.869,0.0,-2.9397,0.0,0.0,0.5272,0.0,-10.8635,0.0,1.0,0.6061,콥데이 후기: 다가오는 기대 신작들,0.0,1.8,0.33735294117647063,,,,0,,,,,,,,,,0,,,,,,,,0.023809523809523808,,,,,,0.15294117647058825,,2,0.10229591836734693
138080,오이솔루션,통신장비,,,,,,,2.4589,-0.8942,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.7031,오이솔루션(138080) AI 데이터센터로 체급 올리기,0.0,1.8,0.31617647058823534,,,,0,,,,,,,,,,0,,,,,,,,0.047619047619047616,,,,,,0.10588235294117647,,2,0.1010204081632653
476830,알지노믹스,생물공학,,,,,,,2.4731,-0.9157,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.705,0.0,0.0,0.0,1.0,0.7388,4월 AACR RZ-001 간암 중간 데이터에 주목,0.0,1.8,0.30558823529411766,,,,0,,,,,,,,,,0,,,,,,,,0.05952380952380952,,,,,,0.08235294117647059,,2,0.10038265306122449
014830,유니드,화학,,,,,,,2.4921,-2.2556,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.0154,1.0,1.0,27.8928,0.0,1.0,0.7031,유니드(014830) 중국 경질 탄산칼륨 재편의 수혜주,0.0,1.8,0.28441176470588236,,,,0,,,,,,,,,,0,,,,,,,,0.08333333333333333,,,,,,0.03529411764705882,,2,0.09910714285714284
007340,DN오토모티브,자동차부품,,,,,,,1.971,-1.4178,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2509,0.6572,0.0,0.0,0.0,1.0,0.7388,밸류업의 조건들이 갖춰지고 있다,0.0,1.8,0.2897058823529412,,,,0,,,,,,,,,,0,,,,,,,,0.03571428571428571,,,,,,0.047058823529411764,,2,0.07665816326530611
380540,옵티코어,통신장비,,,,,,,-3.0422,-5.9688,2.0,1.0,0.0,0.6823,0.0,0.0,0.0,0.0,-0.0295,0.9203,0.5,0.0,0.0,0.7,0.7031,옵티코어(380540) K-AAOI의 가능성을 보다,0.0,1.8,0.27382352941176474,,,,0,,,,,,,,,,0,,,,,,,,0.011904761904761904,,,,,,0.011764705882352941,,2,0.05293367346938775
